지점,날짜,시간,일사(MJ/m2),온도,풍속,습도,tm,year,month
전주,2025-05-29,12:00,3.09,25.9,1.8,40,2025-05-29 12:00,2025,05
전주,2025-05-29,13:00,3.25,26.6,2.2,42,2025-05-29 13:00,2025,05
전주,2025-05-29,14:00,3.14,27.2,2.6,35,2025-05-29 14:00,2025,05
전주,2025-05-29,15:00,2.86,27.2,3.2,39,2025-05-29 15:00,2025,05
전주,2025-05-29,16:00,2.31,26.9,3.4,37,2025-05-29 16:00,2025,05
전주,2025-05-29,17:00,1.34,24.4,2.7,57,2025-05-29 17:00,2025,05
전주,2025-05-29,18:00,1.25,24.6,3.3,48,2025-05-29 18:00,2025,05
전주,2025-05-29,19:00,0.43,23.9,2.1,49,2025-05-29 19:00,2025,05
전주,2025-05-29,20:00,0.06,22.3,2.5,61,2025-05-29 20:00,2025,05
전주,2025-05-29,21:00,0,21.0,1.4,63,2025-05-29 21:00,2025,05
전주,2025-05-29,22:00,0,20.2,0.9,64,2025-05-29 22:00,2025,05
전주,2025-05-29,23:00,0,19.6,0.9,68,2025-05-29 23:00,2025,05
전주,2025-05-30,00:00,0,18.7,1.0,72,2025-05-30 00:00,2025,05
전주,2025-05-30,01:00,0,18.8,1.2,67,2025-05-30 01:00,2025,05
전주,2025-05-30,02:00,0,18.2,0.9,71,2025-05-30 02:00,2025,05
전주,2025-05-30,03:00,0,17.3,0.6,77,2025-05-30 03:00,2025,05
전주,2025-05-30,04:00,0,16.1,1.4,80,2025-05-30 04:00,2025,05
전주,2025-05-30,05:00,0,16.4,0.7,78,2025-05-30 05:00,2025,05
전주,2025-05-30,06:00,0.06,16.0,0.7,81,2025-05-30 06:00,2025,05
전주,2025-05-30,07:00,0.47,17.4,0.6,74,2025-05-30 07:00,2025,05
전주,2025-05-30,08:00,1.09,18.9,0.4,70,2025-05-30 08:00,2025,05
전주,2025-05-30,09:00,1.59,20.8,0.8,58,2025-05-30 09:00,2025,05
전주,2025-05-30,10:00,2.19,22.4,1.3,57,2025-05-30 10:00,2025,05
전주,2025-05-30,11:00,2.54,22.9,1.9,50,2025-05-30 11:00,2025,05
전주,2025-05-30,12:00,2.76,24.1,1.7,51,2025-05-30 12:00,2025,05
전주,2025-05-30,13:00,2.98,25.4,1.6,47,2025-05-30 13:00,2025,05
전주,2025-05-30,14:00,2.9,26.2,1.7,41,2025-05-30 14:00,2025,05
전주,2025-05-30,15:00,2.66,26.2,2.5,36,2025-05-30 15:00,2025,05
전주,2025-05-30,16:00,2.19,26.3,2.6,37,2025-05-30 16:00,2025,05
전주,2025-05-30,17:00,1.6,26.0,1.9,48,2025-05-30 17:00,2025,05
전주,2025-05-30,18:00,1.02,24.0,3.4,54,2025-05-30 18:00,2025,05
전주,2025-05-30,19:00,0.41,22.5,2.4,59,2025-05-30 19:00,2025,05
전주,2025-05-30,20:00,0.05,20.3,2.2,65,2025-05-30 20:00,2025,05
전주,2025-05-30,21:00,0,20.3,0.5,65,2025-05-30 21:00,2025,05
전주,2025-05-30,22:00,0,19.0,0.9,72,2025-05-30 22:00,2025,05
전주,2025-05-30,23:00,0,18.5,0.7,63,2025-05-30 23:00,2025,05
전주,2025-05-31,00:00,0,17.7,0.7,67,2025-05-31 00:00,2025,05
전주,2025-05-31,01:00,0,16.8,1.2,81,2025-05-31 01:00,2025,05
전주,2025-05-31,02:00,0,16.8,0.1,80,2025-05-31 02:00,2025,05
전주,2025-05-31,03:00,0,15.9,0.6,80,2025-05-31 03:00,2025,05
전주,2025-05-31,04:00,0,15.0,0.7,81,2025-05-31 04:00,2025,05
전주,2025-05-31,05:00,0,15.5,0.1,82,2025-05-31 05:00,2025,05
전주,2025-05-31,06:00,0.07,15.3,0.2,83,2025-05-31 06:00,2025,05
전주,2025-05-31,07:00,0.49,17.1,0.6,79,2025-05-31 07:00,2025,05
전주,2025-05-31,08:00,1.22,19.0,0.8,70,2025-05-31 08:00,2025,05
전주,2025-05-31,09:00,1.57,20.6,0.6,64,2025-05-31 09:00,2025,05
전주,2025-05-31,10:00,1.74,21.5,1.0,60,2025-05-31 10:00,2025,05
전주,2025-05-31,11:00,1.96,22.3,2.2,62,2025-05-31 11:00,2025,05
전주,2025-05-31,12:00,2.37,22.9,1.2,57,2025-05-31 12:00,2025,05
전주,2025-05-31,13:00,2.34,23.9,2.2,54,2025-05-31 13:00,2025,05
전주,2025-05-31,14:00,2.1,24.2,1.9,50,2025-05-31 14:00,2025,05
전주,2025-05-31,15:00,1.89,24.4,1.1,52,2025-05-31 15:00,2025,05
전주,2025-05-31,16:00,1.34,24.3,1.9,49,2025-05-31 16:00,2025,05
전주,2025-05-31,17:00,1.08,23.8,3.0,49,2025-05-31 17:00,2025,05
전주,2025-05-31,18:00,0.75,21.7,2.4,57,2025-05-31 18:00,2025,05
전주,2025-05-31,19:00,0.4,20.9,2.0,63,2025-05-31 19:00,2025,05
전주,2025-05-31,20:00,0.05,19.8,2.2,66,2025-05-31 20:00,2025,05
전주,2025-05-31,21:00,0,18.4,2.8,74,2025-05-31 21:00,2025,05
전주,2025-05-31,22:00,0,17.6,0.2,75,2025-05-31 22:00,2025,05
전주,2025-05-31,23:00,0,17.3,0.7,77,2025-05-31 23:00,2025,05
