지점,날짜,시간,일사(MJ/m2),온도,풍속,습도,tm,year,month
전주,2025-10-23,03:00,0,12.5,1.8,90,2025-10-23 03:00,2025,10
전주,2025-10-23,04:00,0,11.9,1.6,90,2025-10-23 04:00,2025,10
전주,2025-10-23,05:00,0,11.5,0.0,91,2025-10-23 05:00,2025,10
전주,2025-10-23,06:00,0,11.5,0.6,92,2025-10-23 06:00,2025,10
전주,2025-10-23,07:00,0.0,11.2,1.8,92,2025-10-23 07:00,2025,10
전주,2025-10-23,08:00,0.31,13.4,1.3,87,2025-10-23 08:00,2025,10
전주,2025-10-23,09:00,0.86,15.9,0.9,78,2025-10-23 09:00,2025,10
전주,2025-10-23,10:00,1.54,18.6,0.5,69,2025-10-23 10:00,2025,10
전주,2025-10-23,11:00,2.06,19.8,1.2,62,2025-10-23 11:00,2025,10
전주,2025-10-23,12:00,2.37,21.2,1.9,58,2025-10-23 12:00,2025,10
전주,2025-10-23,13:00,2.1,21.8,2.4,54,2025-10-23 13:00,2025,10
전주,2025-10-23,14:00,2.3,22.8,1.6,45,2025-10-23 14:00,2025,10
전주,2025-10-23,15:00,2.01,23.0,1.8,44,2025-10-23 15:00,2025,10
전주,2025-10-23,16:00,1.43,21.8,2.0,47,2025-10-23 16:00,2025,10
전주,2025-10-23,17:00,0.62,20.9,2.2,57,2025-10-23 17:00,2025,10
전주,2025-10-23,18:00,0.14,17.7,3.2,75,2025-10-23 18:00,2025,10
전주,2025-10-23,19:00,0,16.7,0.7,78,2025-10-23 19:00,2025,10
전주,2025-10-23,20:00,0,16.1,1.2,81,2025-10-23 20:00,2025,10
전주,2025-10-23,21:00,0,15.8,0.9,82,2025-10-23 21:00,2025,10
전주,2025-10-23,22:00,0,15.1,1.0,85,2025-10-23 22:00,2025,10
전주,2025-10-23,23:00,0,14.4,1.4,87,2025-10-23 23:00,2025,10
전주,2025-10-24,00:00,0,13.8,1.3,89,2025-10-24 00:00,2025,10
전주,2025-10-24,01:00,0,13.3,0.5,90,2025-10-24 01:00,2025,10
전주,2025-10-24,02:00,0,13.0,1.4,91,2025-10-24 02:00,2025,10
전주,2025-10-24,03:00,0,12.4,1.0,92,2025-10-24 03:00,2025,10
전주,2025-10-24,04:00,0,12.1,1.5,93,2025-10-24 04:00,2025,10
전주,2025-10-24,05:00,0,11.7,0.7,93,2025-10-24 05:00,2025,10
전주,2025-10-24,06:00,0,11.4,0.5,93,2025-10-24 06:00,2025,10
전주,2025-10-24,07:00,0.0,11.4,0.7,94,2025-10-24 07:00,2025,10
전주,2025-10-24,08:00,0.29,12.8,0.4,88,2025-10-24 08:00,2025,10
전주,2025-10-24,09:00,0.9,14.7,1.1,84,2025-10-24 09:00,2025,10
전주,2025-10-24,10:00,1.58,16.8,1.2,76,2025-10-24 10:00,2025,10
전주,2025-10-24,11:00,2.08,18.8,1.7,65,2025-10-24 11:00,2025,10
전주,2025-10-24,12:00,2.13,19.8,2.2,62,2025-10-24 12:00,2025,10
전주,2025-10-24,13:00,2.44,21.6,2.0,54,2025-10-24 13:00,2025,10
전주,2025-10-24,14:00,2.28,22.0,2.5,46,2025-10-24 14:00,2025,10
전주,2025-10-24,15:00,1.83,22.4,1.7,44,2025-10-24 15:00,2025,10
전주,2025-10-24,16:00,1.41,22.4,2.5,47,2025-10-24 16:00,2025,10
전주,2025-10-24,17:00,0.72,20.8,2.7,55,2025-10-24 17:00,2025,10
전주,2025-10-24,18:00,0.1,18.9,2.4,63,2025-10-24 18:00,2025,10
전주,2025-10-24,19:00,0,17.5,1.6,70,2025-10-24 19:00,2025,10
전주,2025-10-24,20:00,0,16.3,2.6,80,2025-10-24 20:00,2025,10
전주,2025-10-24,21:00,0,16.0,1.7,80,2025-10-24 21:00,2025,10
전주,2025-10-24,22:00,0,15.5,0.8,83,2025-10-24 22:00,2025,10
전주,2025-10-24,23:00,0,15.0,0.9,83,2025-10-24 23:00,2025,10
전주,2025-10-25,00:00,0,15.0,0.7,84,2025-10-25 00:00,2025,10
전주,2025-10-25,01:00,0,15.0,0.7,84,2025-10-25 01:00,2025,10
전주,2025-10-25,02:00,0,14.8,1.1,85,2025-10-25 02:00,2025,10
전주,2025-10-25,03:00,0,14.5,1.0,86,2025-10-25 03:00,2025,10
전주,2025-10-25,04:00,0,14.6,0.4,87,2025-10-25 04:00,2025,10
전주,2025-10-25,05:00,0,14.4,1.3,87,2025-10-25 05:00,2025,10
전주,2025-10-25,06:00,0,13.9,1.4,88,2025-10-25 06:00,2025,10
전주,2025-10-25,07:00,0.0,13.9,0.5,89,2025-10-25 07:00,2025,10
전주,2025-10-25,08:00,0.09,14.6,0.5,89,2025-10-25 08:00,2025,10
전주,2025-10-25,09:00,0.42,15.5,0.7,87,2025-10-25 09:00,2025,10
전주,2025-10-25,10:00,0.94,16.2,2.4,80,2025-10-25 10:00,2025,10
전주,2025-10-25,11:00,0.84,16.8,2.0,77,2025-10-25 11:00,2025,10
전주,2025-10-25,12:00,1.21,18.2,2.0,70,2025-10-25 12:00,2025,10
전주,2025-10-25,13:00,1.76,18.3,2.7,68,2025-10-25 13:00,2025,10
전주,2025-10-25,14:00,1.34,18.6,2.6,63,2025-10-25 14:00,2025,10
전주,2025-10-25,15:00,1.04,18.7,1.5,65,2025-10-25 15:00,2025,10
전주,2025-10-25,16:00,1.31,18.9,4.1,58,2025-10-25 16:00,2025,10
전주,2025-10-25,17:00,0.63,17.7,3.5,63,2025-10-25 17:00,2025,10
전주,2025-10-25,18:00,0.06,16.1,3.1,68,2025-10-25 18:00,2025,10
전주,2025-10-25,19:00,0,14.8,1.4,75,2025-10-25 19:00,2025,10
전주,2025-10-25,20:00,0,14.4,2.4,74,2025-10-25 20:00,2025,10
전주,2025-10-25,21:00,0,13.1,2.0,75,2025-10-25 21:00,2025,10
전주,2025-10-25,22:00,0,12.7,0.8,74,2025-10-25 22:00,2025,10
전주,2025-10-25,23:00,0,12.4,1.7,78,2025-10-25 23:00,2025,10
전주,2025-10-26,00:00,0,12.0,1.0,79,2025-10-26 00:00,2025,10
전주,2025-10-26,01:00,0,12.0,0.5,80,2025-10-26 01:00,2025,10
전주,2025-10-26,02:00,0,11.9,1.4,77,2025-10-26 02:00,2025,10
전주,2025-10-26,03:00,0,11.8,1.0,77,2025-10-26 03:00,2025,10
전주,2025-10-26,04:00,0,11.7,0.3,77,2025-10-26 04:00,2025,10
전주,2025-10-26,05:00,0,11.8,0.4,77,2025-10-26 05:00,2025,10
전주,2025-10-26,06:00,0,11.7,0.2,81,2025-10-26 06:00,2025,10
전주,2025-10-26,07:00,0.0,11.9,0.8,82,2025-10-26 07:00,2025,10
전주,2025-10-26,08:00,0.08,12.4,0.7,78,2025-10-26 08:00,2025,10
전주,2025-10-26,09:00,0.26,13.2,0.5,73,2025-10-26 09:00,2025,10
전주,2025-10-26,10:00,0.4,13.9,0.8,72,2025-10-26 10:00,2025,10
전주,2025-10-26,11:00,0.8,15.4,0.8,62,2025-10-26 11:00,2025,10
전주,2025-10-26,12:00,1.08,16.4,3.1,63,2025-10-26 12:00,2025,10
전주,2025-10-26,13:00,2.32,18.0,2.2,47,2025-10-26 13:00,2025,10
전주,2025-10-26,14:00,1.31,17.0,3.8,62,2025-10-26 14:00,2025,10
전주,2025-10-26,15:00,0.46,16.2,2.7,64,2025-10-26 15:00,2025,10
전주,2025-10-26,16:00,0.21,14.4,2.4,83,2025-10-26 16:00,2025,10
전주,2025-10-26,17:00,0.21,14.4,1.1,78,2025-10-26 17:00,2025,10
전주,2025-10-26,18:00,0.02,13.7,2.3,75,2025-10-26 18:00,2025,10
전주,2025-10-26,19:00,0,13.3,0.0,74,2025-10-26 19:00,2025,10
전주,2025-10-26,20:00,0,13.1,1.7,83,2025-10-26 20:00,2025,10
전주,2025-10-26,21:00,0,12.6,1.2,85,2025-10-26 21:00,2025,10
전주,2025-10-26,22:00,0,11.9,0.9,88,2025-10-26 22:00,2025,10
전주,2025-10-26,23:00,0,11.8,1.9,90,2025-10-26 23:00,2025,10
전주,2025-10-27,00:00,0,11.6,1.8,92,2025-10-27 00:00,2025,10
전주,2025-10-27,01:00,0,11.8,0.2,91,2025-10-27 01:00,2025,10
전주,2025-10-27,02:00,0,12.2,2.8,89,2025-10-27 02:00,2025,10
전주,2025-10-27,03:00,0,10.8,1.2,90,2025-10-27 03:00,2025,10
전주,2025-10-27,04:00,0,11.1,3.5,76,2025-10-27 04:00,2025,10
전주,2025-10-27,05:00,0,9.8,2.0,81,2025-10-27 05:00,2025,10
전주,2025-10-27,06:00,0,8.9,2.5,82,2025-10-27 06:00,2025,10
전주,2025-10-27,07:00,0.0,7.7,3.3,77,2025-10-27 07:00,2025,10
전주,2025-10-27,08:00,0.26,8.0,4.0,62,2025-10-27 08:00,2025,10
전주,2025-10-27,09:00,0.93,8.9,4.8,52,2025-10-27 09:00,2025,10
전주,2025-10-27,10:00,1.58,10.2,3.4,49,2025-10-27 10:00,2025,10
전주,2025-10-27,11:00,2.1,10.9,3.3,46,2025-10-27 11:00,2025,10
전주,2025-10-27,12:00,2.42,11.7,4.6,33,2025-10-27 12:00,2025,10
전주,2025-10-27,13:00,2.51,12.6,4.7,35,2025-10-27 13:00,2025,10
전주,2025-10-27,14:00,2.33,13.3,2.1,33,2025-10-27 14:00,2025,10
전주,2025-10-27,15:00,1.94,13.3,4.4,36,2025-10-27 15:00,2025,10
전주,2025-10-27,16:00,1.32,12.9,4.4,36,2025-10-27 16:00,2025,10
전주,2025-10-27,17:00,0.71,12.0,4.2,40,2025-10-27 17:00,2025,10
전주,2025-10-27,18:00,0.09,10.2,2.5,54,2025-10-27 18:00,2025,10
전주,2025-10-27,19:00,0,9.8,3.0,58,2025-10-27 19:00,2025,10
전주,2025-10-27,20:00,0,8.7,1.4,64,2025-10-27 20:00,2025,10
전주,2025-10-27,21:00,0,8.4,0.7,68,2025-10-27 21:00,2025,10
전주,2025-10-27,22:00,0,7.6,2.0,73,2025-10-27 22:00,2025,10
전주,2025-10-27,23:00,0,7.2,1.7,75,2025-10-27 23:00,2025,10
