지점,날짜,시간,일사(MJ/m2),온도,풍속,습도,tm,year,month
전주,2025-08-31,07:00,0.12,26.5,0.8,85,2025-08-31 07:00,2025,08
전주,2025-08-31,08:00,0.56,28.1,2.2,81,2025-08-31 08:00,2025,08
전주,2025-08-31,09:00,1.33,30.2,2.0,75,2025-08-31 09:00,2025,08
전주,2025-08-31,10:00,2.08,30.8,2.4,68,2025-08-31 10:00,2025,08
전주,2025-08-31,11:00,2.18,30.7,2.5,64,2025-08-31 11:00,2025,08
전주,2025-08-31,12:00,2.44,32.0,2.2,60,2025-08-31 12:00,2025,08
전주,2025-08-31,13:00,2.12,31.8,2.0,60,2025-08-31 13:00,2025,08
전주,2025-08-31,14:00,0.37,27.4,3.5,79,2025-08-31 14:00,2025,08
전주,2025-08-31,15:00,0.14,25.8,1.9,88,2025-08-31 15:00,2025,08
전주,2025-08-31,16:00,0.93,26.5,2.2,85,2025-08-31 16:00,2025,08
전주,2025-08-31,17:00,1.25,28.0,2.3,80,2025-08-31 17:00,2025,08
전주,2025-08-31,18:00,0.46,27.1,2.6,82,2025-08-31 18:00,2025,08
전주,2025-08-31,19:00,0.12,26.6,2.6,83,2025-08-31 19:00,2025,08
전주,2025-08-31,20:00,0.0,25.8,2.6,86,2025-08-31 20:00,2025,08
전주,2025-08-31,21:00,0,25.8,0.8,85,2025-08-31 21:00,2025,08
전주,2025-08-31,22:00,0,25.9,2.3,84,2025-08-31 22:00,2025,08
전주,2025-08-31,23:00,0,26.0,1.2,84,2025-08-31 23:00,2025,08
