지점,날짜,시간,일사(MJ/m2),온도,풍속,습도,tm,year,month
전주,2025-06-27,13:00,2.6,28.9,2.5,55,2025-06-27 13:00,2025,06
전주,2025-06-27,14:00,3.09,30.7,1.4,51,2025-06-27 14:00,2025,06
전주,2025-06-27,15:00,3.04,31.8,1.4,47,2025-06-27 15:00,2025,06
전주,2025-06-27,16:00,2.63,32.5,1.5,46,2025-06-27 16:00,2025,06
전주,2025-06-27,17:00,1.66,31.7,1.9,51,2025-06-27 17:00,2025,06
전주,2025-06-27,18:00,1.24,32.3,0.8,48,2025-06-27 18:00,2025,06
전주,2025-06-27,19:00,0.6,31.2,1.0,51,2025-06-27 19:00,2025,06
전주,2025-06-27,20:00,0.09,29.6,0.9,58,2025-06-27 20:00,2025,06
전주,2025-06-27,21:00,0,28.8,0.8,65,2025-06-27 21:00,2025,06
전주,2025-06-27,22:00,0,27.3,1.1,74,2025-06-27 22:00,2025,06
전주,2025-06-27,23:00,0,26.7,0.4,74,2025-06-27 23:00,2025,06
전주,2025-06-28,00:00,0,26.2,1.2,76,2025-06-28 00:00,2025,06
전주,2025-06-28,01:00,0,25.6,0.0,76,2025-06-28 01:00,2025,06
전주,2025-06-28,02:00,0,25.1,1.2,82,2025-06-28 02:00,2025,06
전주,2025-06-28,03:00,0,24.8,1.5,82,2025-06-28 03:00,2025,06
전주,2025-06-28,04:00,0,24.5,0.4,84,2025-06-28 04:00,2025,06
전주,2025-06-28,05:00,0,24.5,0.4,84,2025-06-28 05:00,2025,06
전주,2025-06-28,06:00,0.02,24.8,0.1,84,2025-06-28 06:00,2025,06
전주,2025-06-28,07:00,0.34,26.0,0.1,82,2025-06-28 07:00,2025,06
전주,2025-06-28,08:00,0.89,27.6,1.8,76,2025-06-28 08:00,2025,06
전주,2025-06-28,09:00,1.74,29.0,1.1,72,2025-06-28 09:00,2025,06
전주,2025-06-28,10:00,1.95,30.0,1.7,67,2025-06-28 10:00,2025,06
전주,2025-06-28,11:00,2.99,31.8,1.4,61,2025-06-28 11:00,2025,06
전주,2025-06-28,12:00,2.8,32.5,1.6,62,2025-06-28 12:00,2025,06
전주,2025-06-28,13:00,3.15,33.4,0.8,59,2025-06-28 13:00,2025,06
전주,2025-06-28,14:00,3.17,33.7,1.4,60,2025-06-28 14:00,2025,06
전주,2025-06-28,15:00,3.16,33.8,2.4,57,2025-06-28 15:00,2025,06
전주,2025-06-28,16:00,2.75,33.6,3.3,65,2025-06-28 16:00,2025,06
전주,2025-06-28,17:00,2.02,32.2,4.6,68,2025-06-28 17:00,2025,06
전주,2025-06-28,18:00,1.4,30.6,3.6,73,2025-06-28 18:00,2025,06
전주,2025-06-28,19:00,0.47,28.4,3.1,80,2025-06-28 19:00,2025,06
전주,2025-06-28,20:00,0.06,27.4,2.5,82,2025-06-28 20:00,2025,06
전주,2025-06-28,21:00,0,26.7,2.6,85,2025-06-28 21:00,2025,06
전주,2025-06-28,22:00,0,26.4,2.4,86,2025-06-28 22:00,2025,06
전주,2025-06-28,23:00,0,26.2,1.8,87,2025-06-28 23:00,2025,06
전주,2025-06-29,00:00,0,26.2,0.5,87,2025-06-29 00:00,2025,06
전주,2025-06-29,01:00,0,26.1,0.7,87,2025-06-29 01:00,2025,06
전주,2025-06-29,02:00,0,25.9,0.9,88,2025-06-29 02:00,2025,06
전주,2025-06-29,03:00,0,25.8,2.3,90,2025-06-29 03:00,2025,06
전주,2025-06-29,04:00,0,24.9,2.7,88,2025-06-29 04:00,2025,06
전주,2025-06-29,05:00,0,24.8,1.5,87,2025-06-29 05:00,2025,06
전주,2025-06-29,06:00,0.03,24.8,1.7,87,2025-06-29 06:00,2025,06
전주,2025-06-29,07:00,0.38,26.6,1.0,79,2025-06-29 07:00,2025,06
전주,2025-06-29,08:00,1.2,28.5,1.3,74,2025-06-29 08:00,2025,06
전주,2025-06-29,09:00,1.9,29.6,1.6,65,2025-06-29 09:00,2025,06
전주,2025-06-29,10:00,2.53,30.5,1.3,60,2025-06-29 10:00,2025,06
전주,2025-06-29,11:00,2.57,31.4,0.7,61,2025-06-29 11:00,2025,06
전주,2025-06-29,12:00,3.01,32.3,1.9,56,2025-06-29 12:00,2025,06
전주,2025-06-29,13:00,3.64,33.2,2.2,51,2025-06-29 13:00,2025,06
전주,2025-06-29,14:00,3.38,33.3,3.0,53,2025-06-29 14:00,2025,06
전주,2025-06-29,15:00,2.78,32.4,3.8,64,2025-06-29 15:00,2025,06
전주,2025-06-29,16:00,2.43,32.2,3.3,65,2025-06-29 16:00,2025,06
전주,2025-06-29,17:00,2.33,31.8,3.5,64,2025-06-29 17:00,2025,06
전주,2025-06-29,18:00,1.66,30.8,3.1,66,2025-06-29 18:00,2025,06
전주,2025-06-29,19:00,0.64,29.6,2.1,71,2025-06-29 19:00,2025,06
전주,2025-06-29,20:00,0.09,28.7,2.1,74,2025-06-29 20:00,2025,06
전주,2025-06-29,21:00,0,28.3,1.7,76,2025-06-29 21:00,2025,06
전주,2025-06-29,22:00,0,28.3,1.0,75,2025-06-29 22:00,2025,06
전주,2025-06-29,23:00,0,27.8,0.4,79,2025-06-29 23:00,2025,06
전주,2025-06-30,00:00,0,27.1,0.1,82,2025-06-30 00:00,2025,06
전주,2025-06-30,01:00,0,26.4,0.7,84,2025-06-30 01:00,2025,06
전주,2025-06-30,02:00,0,26.2,1.2,85,2025-06-30 02:00,2025,06
전주,2025-06-30,03:00,0,25.7,0.9,85,2025-06-30 03:00,2025,06
전주,2025-06-30,04:00,0,25.3,1.2,87,2025-06-30 04:00,2025,06
전주,2025-06-30,05:00,0,25.1,0.3,86,2025-06-30 05:00,2025,06
전주,2025-06-30,06:00,0.05,25.2,0.6,86,2025-06-30 06:00,2025,06
전주,2025-06-30,07:00,0.51,27.3,0.3,79,2025-06-30 07:00,2025,06
전주,2025-06-30,08:00,1.16,28.7,0.3,74,2025-06-30 08:00,2025,06
전주,2025-06-30,09:00,1.83,30.3,1.2,65,2025-06-30 09:00,2025,06
전주,2025-06-30,10:00,1.64,29.6,1.2,66,2025-06-30 10:00,2025,06
전주,2025-06-30,11:00,1.05,30.4,1.9,63,2025-06-30 11:00,2025,06
전주,2025-06-30,12:00,3.06,32.8,2.6,56,2025-06-30 12:00,2025,06
전주,2025-06-30,13:00,3.55,32.9,2.6,53,2025-06-30 13:00,2025,06
전주,2025-06-30,14:00,2.33,33.0,3.0,53,2025-06-30 14:00,2025,06
전주,2025-06-30,15:00,2.21,33.9,3.0,51,2025-06-30 15:00,2025,06
전주,2025-06-30,16:00,2.12,32.9,2.9,52,2025-06-30 16:00,2025,06
전주,2025-06-30,17:00,1.24,32.5,4.6,64,2025-06-30 17:00,2025,06
전주,2025-06-30,18:00,1.47,32.0,2.7,65,2025-06-30 18:00,2025,06
전주,2025-06-30,19:00,0.82,30.8,3.0,69,2025-06-30 19:00,2025,06
전주,2025-06-30,20:00,0.14,29.0,2.0,74,2025-06-30 20:00,2025,06
전주,2025-06-30,21:00,0,28.3,1.2,76,2025-06-30 21:00,2025,06
전주,2025-06-30,22:00,0,27.9,1.0,78,2025-06-30 22:00,2025,06
전주,2025-06-30,23:00,0,27.8,1.6,81,2025-06-30 23:00,2025,06
